timestamp,month,hour,rainfall_mm_hr,water_level_m,water_rise_rate,soil_moisture_pct,temperature_c,humidity_pct,flow_rate_m3s,turbidity_ntu,risk_level
2024-04-01 02:45:00,4,2,0.95,1.864,0.2078,52.1,21.6,64.7,9.92,31.7,NORMAL
2024-04-01 02:50:00,4,2,1.44,1.839,-0.3917,49.8,21.5,60.2,9.28,29.7,NORMAL
2024-04-01 02:55:00,4,2,1.27,1.733,0.3493,50.4,21.7,61.6,7.7,30.5,NORMAL
2024-04-01 03:00:00,4,3,1.7,1.956,0.1725,50.3,21.5,62.0,10.34,33.2,NORMAL
2024-04-01 03:05:00,4,3,1.29,1.791,-0.2416,47.1,23.3,63.7,8.48,31.3,NORMAL
2024-04-01 03:10:00,4,3,1.17,1.875,0.3876,49.5,21.1,65.8,9.51,27.4,NORMAL
2024-04-01 03:15:00,4,3,0.8,1.92,-0.5066,51.0,20.7,64.4,10.38,27.5,NORMAL
2024-04-01 03:20:00,4,3,0.98,1.706,-0.1713,48.4,22.3,53.9,7.5,26.9,NORMAL
2024-04-01 03:25:00,4,3,0.9,1.863,0.619,45.6,20.9,62.4,8.69,31.7,NORMAL
2024-04-01 03:30:00,4,3,0.89,1.912,0.2251,47.6,19.8,58.8,8.96,31.2,NORMAL
2024-04-01 03:35:00,4,3,2.56,1.938,0.0946,48.2,21.4,66.1,9.91,29.5,NORMAL
2024-04-01 03:40:00,4,3,1.0,1.944,-0.0652,50.6,22.2,61.9,8.97,35.9,NORMAL
2024-04-01 03:45:00,4,3,1.86,1.916,-0.2516,44.6,22.7,60.8,9.38,32.6,NORMAL
2024-04-01 03:50:00,4,3,1.25,1.86,-0.0397,48.4,21.3,63.8,8.3,28.1,NORMAL
2024-04-01 03:55:00,4,3,1.54,1.903,0.3623,47.8,21.6,60.5,9.34,32.8,NORMAL
2024-04-01 04:00:00,4,4,1.1,1.981,0.1162,49.1,22.7,63.5,9.77,32.4,NORMAL
2024-04-01 04:05:00,4,4,1.18,1.941,-0.3462,48.4,23.0,62.8,9.06,28.5,NORMAL
2024-04-01 04:10:00,4,4,1.09,1.866,0.0549,49.1,23.5,63.7,8.81,31.1,NORMAL
2024-04-01 04:15:00,4,4,0.86,1.96,0.3274,48.3,21.5,70.9,9.95,33.0,NORMAL
2024-04-01 04:20:00,4,4,1.39,1.975,-0.3149,47.0,21.7,65.3,9.98,30.5,NORMAL
2024-04-01 04:25:00,4,4,0.91,1.855,-0.2331,47.5,23.0,63.2,8.85,30.7,NORMAL
2024-04-01 04:30:00,4,4,0.76,1.897,0.1848,48.5,21.8,63.8,9.92,33.8,NORMAL
2024-04-01 04:35:00,4,4,1.27,1.916,0.2152,46.1,22.8,63.2,8.96,31.2,NORMAL
2024-04-01 04:40:00,4,4,0.85,1.969,-0.0328,49.8,23.0,60.2,8.86,27.5,NORMAL
2024-04-01 04:45:00,4,4,2.16,1.905,-0.1843,49.2,22.4,63.9,9.38,35.9,NORMAL
2024-04-01 04:50:00,4,4,2.29,1.907,0.2631,46.6,21.3,63.1,8.95,34.9,NORMAL
2024-04-01 04:55:00,4,4,1.98,1.993,-0.0836,48.9,23.3,68.7,9.82,27.7,NORMAL
2024-04-01 05:00:00,4,5,0.98,1.879,-0.1479,48.9,24.5,62.2,8.7,31.6,NORMAL
2024-04-01 05:05:00,4,5,0.76,1.944,0.042,48.9,24.1,62.0,9.4,38.3,NORMAL
2024-04-01 05:10:00,4,5,2.07,1.893,0.1106,44.4,21.8,63.1,9.42,32.4,NORMAL
2024-04-01 05:15:00,4,5,1.03,1.981,0.0416,51.4,23.3,62.4,10.52,29.3,NORMAL
2024-04-01 05:20:00,4,5,2.45,1.907,-0.096,51.9,23.3,63.4,9.11,30.2,NORMAL
2024-04-01 05:25:00,4,5,2.41,1.949,-0.2014,46.5,23.6,64.8,10.16,31.5,NORMAL
2024-04-01 05:30:00,4,5,1.71,1.84,0.0819,47.3,23.9,60.9,8.97,30.1,NORMAL
2024-04-01 05:35:00,4,5,0.92,1.976,0.3157,50.9,22.8,63.5,9.88,26.8,NORMAL
2024-04-01 05:40:00,4,5,0.99,1.945,-0.0503,51.6,22.6,66.9,9.92,29.3,NORMAL
2024-04-01 05:45:00,4,5,1.7,1.959,0.2122,47.2,22.9,62.4,9.77,26.3,NORMAL
2024-04-01 05:50:00,4,5,0.94,2.016,0.0661,49.5,22.3,65.0,10.27,34.9,ELEVATED
2024-04-01 05:55:00,4,5,0.84,1.981,-0.1432,49.0,23.9,63.3,9.55,30.1,NORMAL
2024-04-01 06:00:00,4,6,1.16,1.968,-0.1889,47.1,26.0,57.3,9.26,31.9,NORMAL
2024-04-01 06:05:00,4,6,2.13,1.918,0.3116,51.1,23.4,60.6,9.35,32.2,NORMAL
2024-04-01 06:10:00,4,6,1.35,2.072,-0.1406,47.1,23.3,65.1,9.52,33.0,ELEVATED
2024-04-01 06:15:00,4,6,1.17,1.871,-0.5003,48.4,25.1,58.4,8.22,28.1,NORMAL
2024-04-01 06:20:00,4,6,0.8,1.905,0.1402,45.5,23.1,68.0,10.01,33.5,NORMAL
2024-04-01 06:25:00,4,6,1.23,1.918,0.1934,47.5,24.8,60.9,9.05,27.7,NORMAL
2024-04-01 06:30:00,4,6,3.06,1.97,0.1335,49.5,23.9,57.6,9.9,27.6,NORMAL
2024-04-01 06:35:00,4,6,0.83,1.963,-0.1507,51.9,26.0,60.6,10.23,27.7,NORMAL
2024-04-01 06:40:00,4,6,1.12,1.92,0.0239,48.9,24.2,68.3,9.49,27.7,NORMAL
2024-04-01 06:45:00,4,6,1.8,1.971,0.2442,49.8,24.0,59.4,9.0,31.9,NORMAL
2024-04-01 06:50:00,4,6,1.43,2.001,-0.1231,49.8,24.5,63.4,9.53,31.8,ELEVATED
2024-04-01 06:55:00,4,6,1.35,1.93,-0.4665,49.6,25.5,65.4,9.84,33.1,NORMAL
2024-04-01 07:00:00,4,7,1.36,1.846,-0.0882,47.6,25.2,57.8,8.65,26.5,NORMAL
2024-04-01 07:05:00,4,7,0.97,1.9,0.0952,47.4,25.0,63.7,9.23,32.4,NORMAL
2024-04-01 07:10:00,4,7,0.92,1.877,-0.2048,42.0,26.9,57.2,8.72,30.1,NORMAL
2024-04-01 07:15:00,4,7,1.58,1.832,0.0697,48.8,25.7,60.7,9.9,28.9,NORMAL
2024-04-01 07:20:00,4,7,1.58,1.901,0.0046,48.4,26.7,54.6,9.14,26.0,NORMAL
2024-04-01 07:25:00,4,7,1.76,1.833,-0.1568,49.7,24.9,65.7,9.29,25.9,NORMAL
2024-04-01 07:30:00,4,7,1.97,1.848,0.1199,51.0,26.5,57.0,9.76,35.5,NORMAL
2024-04-01 07:35:00,4,7,1.11,1.873,0.0742,47.9,25.7,58.6,9.0,25.2,NORMAL
2024-04-01 07:40:00,4,7,1.1,1.873,0.1226,50.4,25.3,60.6,9.26,32.4,NORMAL
2024-04-01 07:45:00,4,7,1.55,1.914,-0.3568,47.2,26.9,60.0,9.14,30.2,NORMAL
2024-04-01 07:50:00,4,7,1.27,1.754,-0.2446,47.4,26.2,61.9,7.02,36.1,NORMAL
2024-04-01 07:55:00,4,7,1.36,1.833,0.4317,45.6,25.8,61.3,8.64,32.0,NORMAL
2024-04-01 08:00:00,4,8,1.54,1.898,-0.2034,48.4,26.7,57.9,9.34,37.8,NORMAL
2024-04-01 08:05:00,4,8,1.85,1.765,-0.2056,50.2,26.2,59.7,8.64,34.2,NORMAL
2024-04-01 08:10:00,4,8,0.96,1.829,0.3062,48.1,25.7,60.4,8.99,28.6,NORMAL
2024-04-01 08:15:00,4,8,0.99,1.867,-0.0846,49.8,25.8,56.9,8.4,27.6,NORMAL
2024-04-01 08:20:00,4,8,0.8,1.801,-0.1277,48.8,27.1,57.3,9.14,31.5,NORMAL
2024-04-01 08:25:00,4,8,1.18,1.824,0.0068,48.0,26.3,65.9,7.88,30.9,NORMAL
2024-04-01 08:30:00,4,8,0.77,1.804,0.0608,50.1,26.0,58.3,8.13,29.2,NORMAL
2024-04-01 08:35:00,4,8,1.06,1.845,-0.2836,46.8,25.8,60.2,9.6,31.7,NORMAL
2024-04-01 08:40:00,4,8,1.14,1.709,-0.1616,49.3,26.8,56.5,8.56,28.1,NORMAL
2024-04-01 08:45:00,4,8,0.92,1.791,0.2057,48.6,26.9,56.0,8.99,27.5,NORMAL
2024-04-01 08:50:00,4,8,1.2,1.778,0.2479,50.3,27.5,57.9,8.41,28.9,NORMAL
2024-04-01 08:55:00,4,8,0.77,1.873,-0.0689,48.2,27.0,50.2,9.51,31.8,NORMAL
2024-04-01 09:00:00,4,9,0.77,1.755,0.0717,47.1,28.0,59.5,8.47,31.8,NORMAL
2024-04-01 09:05:00,4,9,1.61,1.897,0.3477,49.4,26.2,63.0,9.13,29.4,NORMAL
2024-04-01 09:10:00,4,9,0.97,1.871,-0.0394,50.3,28.3,55.7,8.63,33.1,NORMAL
2024-04-01 09:15:00,4,9,0.82,1.884,-0.2131,51.3,27.5,58.7,9.15,31.1,NORMAL
2024-04-01 09:20:00,4,9,1.12,1.799,-0.2841,48.4,28.3,57.4,8.36,36.7,NORMAL
2024-04-01 09:25:00,4,9,1.48,1.79,-0.1124,49.3,27.3,60.5,8.58,31.0,NORMAL
2024-04-01 09:30:00,4,9,0.87,1.762,0.0958,52.0,25.6,57.0,8.58,30.6,NORMAL
2024-04-01 09:35:00,4,9,1.24,1.821,0.0467,49.4,27.9,62.5,8.44,27.7,NORMAL
2024-04-01 09:40:00,4,9,0.79,1.778,-0.2083,51.6,28.0,54.8,8.18,30.7,NORMAL
2024-04-01 09:45:00,4,9,0.78,1.752,0.025,51.4,28.5,61.6,8.78,27.5,NORMAL
2024-04-01 09:50:00,4,9,1.13,1.786,0.217,51.6,27.6,56.6,8.99,27.6,NORMAL
2024-04-01 09:55:00,4,9,1.14,1.824,-0.1389,48.0,26.9,58.6,9.18,33.8,NORMAL
2024-04-01 10:00:00,4,10,1.26,1.74,-0.2219,47.2,27.4,58.6,8.18,25.1,NORMAL
2024-04-01 10:05:00,4,10,1.4,1.75,0.3401,49.6,27.8,56.5,8.68,35.2,NORMAL
2024-04-01 10:10:00,4,10,2.61,1.853,-0.0336,45.4,28.4,62.7,9.19,29.5,NORMAL
2024-04-01 10:15:00,4,10,1.11,1.739,0.0111,49.9,28.6,57.9,8.03,29.7,NORMAL
2024-04-01 10:20:00,4,10,0.95,1.857,0.0859,46.0,27.2,60.1,8.29,28.1,NORMAL
2024-04-01 10:25:00,4,10,1.54,1.768,-0.4099,49.4,27.7,62.7,8.74,32.9,NORMAL
2024-04-01 10:30:00,4,10,0.91,1.72,0.2675,48.3,28.9,58.8,7.5,33.7,NORMAL
2024-04-01 10:35:00,4,10,1.04,1.857,0.4541,48.2,28.2,57.3,8.41,22.8,NORMAL
2024-04-01 10:40:00,4,10,0.79,1.871,-0.3224,47.2,27.6,54.5,8.3,30.2,NORMAL
2024-04-01 10:45:00,4,10,0.76,1.75,-0.0786,49.2,27.0,60.9,8.35,26.9,NORMAL
2024-04-01 10:50:00,4,10,2.39,1.845,0.1458,52.6,26.9,52.5,8.77,29.4,NORMAL
2024-04-01 10:55:00,4,10,1.65,1.798,-0.1192,49.3,26.9,61.2,8.29,28.5,NORMAL
2024-04-01 11:00:00,4,11,1.35,1.805,0.0468,52.1,27.9,56.7,8.99,24.6,NORMAL
2024-04-01 11:05:00,4,11,1.01,1.814,-0.0429,49.5,28.6,58.5,8.3,25.6,NORMAL
2024-04-01 11:10:00,4,11,0.85,1.791,-0.051,47.3,27.5,60.8,8.35,29.5,NORMAL
2024-04-01 11:15:00,4,11,0.84,1.797,0.0035,49.2,28.4,52.6,8.61,37.2,NORMAL
2024-04-01 11:20:00,4,11,0.89,1.792,-0.1044,46.7,28.5,61.0,8.63,29.3,NORMAL
2024-04-01 11:25:00,4,11,1.15,1.762,-0.1325,51.5,29.2,54.4,8.33,27.7,NORMAL
2024-04-01 11:30:00,4,11,1.38,1.748,-0.0916,49.6,29.3,56.4,8.31,30.9,NORMAL
2024-04-01 11:35:00,4,11,1.29,1.731,-0.1598,49.2,28.6,55.9,9.3,33.5,NORMAL
2024-04-01 11:40:00,4,11,0.91,1.695,0.1585,50.8,28.8,57.1,7.83,31.7,NORMAL
2024-04-01 11:45:00,4,11,2.3,1.784,0.1648,48.1,28.0,58.2,7.89,33.8,NORMAL
2024-04-01 11:50:00,4,11,1.42,1.75,-0.2175,50.9,28.6,56.8,7.68,32.9,NORMAL
2024-04-01 11:55:00,4,11,1.15,1.712,0.0064,49.5,28.0,59.4,7.79,29.4,NORMAL
2024-04-01 12:00:00,4,12,1.22,1.752,0.1851,49.8,27.8,55.1,7.55,28.1,NORMAL
2024-04-01 12:05:00,4,12,1.02,1.773,0.0568,50.3,28.3,60.5,9.11,27.4,NORMAL
2024-04-01 12:10:00,4,12,0.89,1.771,0.2039,49.8,29.8,57.7,7.89,25.6,NORMAL
2024-04-01 12:15:00,4,12,0.97,1.841,-0.1013,49.2,29.0,56.1,8.84,29.2,NORMAL
2024-04-01 12:20:00,4,12,1.46,1.737,0.0076,49.3,28.6,59.8,7.67,30.1,NORMAL
2024-04-01 12:25:00,4,12,0.76,1.844,-0.0441,50.3,26.6,64.0,7.93,32.1,NORMAL
2024-04-01 12:30:00,4,12,0.81,1.722,-0.1669,49.4,27.6,61.7,7.52,27.7,NORMAL
2024-04-01 12:35:00,4,12,0.77,1.788,0.0257,47.5,27.5,55.2,9.0,31.1,NORMAL
2024-04-01 12:40:00,4,12,0.77,1.731,0.2528,49.4,27.7,61.2,8.22,29.7,NORMAL
2024-04-01 12:45:00,4,12,1.72,1.873,0.3618,47.3,28.4,62.0,9.42,30.7,NORMAL
2024-04-01 12:50:00,4,12,1.36,1.852,-0.1853,53.9,28.0,54.2,9.41,31.1,NORMAL
2024-04-01 12:55:00,4,12,1.07,1.811,0.0351,52.3,29.6,52.6,8.97,33.9,NORMAL
2024-04-01 13:00:00,4,13,0.8,1.863,-0.0177,53.1,28.1,58.6,9.06,33.3,NORMAL
2024-04-01 13:05:00,4,13,1.09,1.805,-0.1879,48.8,28.2,54.1,9.45,27.8,NORMAL
2024-04-01 13:10:00,4,13,1.07,1.801,-0.2751,50.1,29.0,61.6,8.63,30.7,NORMAL
2024-04-01 13:15:00,4,13,0.85,1.713,-0.3432,48.5,28.3,60.5,8.37,30.0,NORMAL
2024-04-01 13:20:00,4,13,1.03,1.686,0.1249,52.8,29.2,61.3,7.71,26.7,NORMAL
2024-04-01 13:25:00,4,13,1.0,1.755,0.134,48.7,28.0,56.2,7.43,29.6,NORMAL
2024-04-01 13:30:00,4,13,1.23,1.731,0.0346,49.9,28.9,61.7,7.56,31.3,NORMAL
2024-04-01 13:35:00,4,13,1.25,1.766,0.3686,50.2,28.1,58.1,8.3,33.0,NORMAL
2024-04-01 13:40:00,4,13,0.77,1.854,-0.0689,52.6,27.5,56.8,8.5,30.8,NORMAL
2024-04-01 13:45:00,4,13,0.98,1.743,0.0575,51.2,27.6,55.1,8.6,36.0,NORMAL
2024-04-01 13:50:00,4,13,1.24,1.873,0.8127,49.6,28.4,58.3,9.01,25.9,NORMAL
2024-04-01 13:55:00,4,13,1.1,2.014,0.7491,53.0,29.4,54.0,9.17,32.2,ELEVATED
2024-04-01 14:00:00,4,14,1.72,2.123,0.532,50.0,27.5,55.9,11.79,37.7,ELEVATED
2024-04-01 14:05:00,4,14,1.29,2.192,0.8133,52.0,27.1,58.2,12.08,35.3,ELEVATED
2024-04-01 14:10:00,4,14,0.84,2.394,0.7225,47.4,27.2,61.3,12.57,37.7,ELEVATED
2024-04-01 14:15:00,4,14,0.79,2.432,0.4508,53.3,26.9,61.5,13.88,30.1,ELEVATED
2024-04-01 14:20:00,4,14,1.26,2.544,0.9288,49.6,27.6,62.0,15.57,30.2,ELEVATED
2024-04-01 14:25:00,4,14,0.76,2.742,0.7478,50.8,27.5,54.6,17.13,35.6,ELEVATED
2024-04-01 14:30:00,4,14,1.19,2.793,0.1711,48.2,27.1,64.8,17.92,39.9,ELEVATED
2024-04-01 14:35:00,4,14,2.16,2.799,0.3588,47.5,27.7,61.7,17.88,37.9,ELEVATED
2024-04-01 14:40:00,4,14,1.18,2.913,0.3984,50.0,27.3,60.9,18.91,37.6,ELEVATED
2024-04-01 14:45:00,4,14,1.0,2.932,0.09,50.6,27.9,57.5,19.11,34.3,ELEVATED
2024-04-01 14:50:00,4,14,1.27,2.943,0.6704,47.6,28.3,59.8,19.67,44.0,ELEVATED
2024-04-01 14:55:00,4,14,1.06,3.155,0.5735,49.8,27.5,55.8,22.2,43.2,HIGH
2024-04-01 15:00:00,4,15,1.14,3.134,0.377,45.4,28.0,57.8,20.94,43.4,HIGH
2024-04-01 15:05:00,4,15,2.17,3.281,0.882,48.1,27.7,63.4,23.68,42.1,HIGH
2024-04-01 15:10:00,4,15,0.99,3.428,0.14,48.8,27.2,57.0,25.26,43.2,HIGH
2024-04-01 15:15:00,4,15,2.37,3.328,0.0001,45.7,27.1,51.4,24.16,44.4,HIGH
2024-04-01 15:20:00,4,15,1.93,3.428,0.7487,50.7,27.9,59.9,25.35,46.8,HIGH
2024-04-01 15:25:00,4,15,0.86,3.577,0.9343,53.9,26.3,64.0,26.65,44.4,HIGH
2024-04-01 15:30:00,4,15,0.79,3.739,0.7792,51.6,27.7,57.6,28.69,44.9,HIGH
2024-04-01 15:35:00,4,15,0.8,3.837,0.4137,47.7,28.5,54.9,30.53,46.9,HIGH
2024-04-01 15:40:00,4,15,0.76,3.877,0.2911,49.6,26.3,60.9,30.88,50.4,HIGH
2024-04-01 15:45:00,4,15,8.92,3.934,0.34,50.0,25.3,56.8,31.31,56.9,HIGH
2024-04-01 15:50:00,4,15,9.11,3.991,0.344,50.0,25.1,63.4,32.07,49.3,HIGH
2024-04-01 15:55:00,4,15,8.26,4.049,0.5059,49.8,26.0,64.0,33.15,51.9,HIGH
2024-04-01 16:00:00,4,16,8.11,4.159,0.1946,49.3,26.4,56.9,34.57,49.8,HIGH
2024-04-01 16:05:00,4,16,8.56,4.114,0.084,48.5,25.8,59.1,33.6,47.9,HIGH
2024-04-01 16:10:00,4,16,7.35,4.187,0.2234,51.0,26.0,58.5,35.6,53.5,HIGH
2024-04-01 16:15:00,4,16,7.92,4.188,0.3687,52.5,25.5,59.9,34.74,49.8,HIGH
2024-04-01 16:20:00,4,16,6.98,4.31,0.4511,48.5,24.9,61.1,35.9,54.2,HIGH
2024-04-01 16:25:00,4,16,6.63,4.338,0.5903,47.3,25.9,62.1,36.85,54.1,HIGH
2024-04-01 16:30:00,4,16,6.93,4.507,0.0345,51.9,25.9,61.9,39.21,54.3,CRITICAL
2024-04-01 16:35:00,4,16,6.6,4.35,-0.06,49.7,27.3,64.3,36.92,54.1,HIGH
2024-04-01 16:40:00,4,16,6.93,4.487,0.2716,46.8,26.7,57.5,39.61,55.5,HIGH
2024-04-01 16:45:00,4,16,6.34,4.44,0.1943,48.5,25.2,57.8,39.32,55.1,HIGH
2024-04-01 16:50:00,4,16,6.29,4.552,0.3892,52.8,25.8,64.4,39.68,50.2,CRITICAL
2024-04-01 16:55:00,4,16,5.45,4.57,-0.0229,49.5,25.5,60.4,40.71,54.8,CRITICAL
2024-04-01 17:00:00,4,17,5.19,4.544,-0.0604,51.3,24.3,61.0,39.98,56.6,CRITICAL
2024-04-01 17:05:00,4,17,5.61,4.55,0.0929,46.4,25.9,66.7,40.47,54.1,CRITICAL
2024-04-01 17:10:00,4,17,7.79,4.575,0.3297,48.1,24.3,63.5,39.96,49.9,CRITICAL
2024-04-01 17:15:00,4,17,8.88,4.66,0.1479,52.3,26.3,57.7,41.81,57.0,CRITICAL
2024-04-01 17:20:00,4,17,6.44,4.624,-0.0112,49.5,24.7,67.2,41.77,54.7,CRITICAL
2024-04-01 17:25:00,4,17,6.06,4.656,0.0048,51.3,24.7,63.2,41.49,58.9,CRITICAL
2024-04-01 17:30:00,4,17,6.26,4.626,0.2354,51.7,24.5,61.6,41.75,51.8,CRITICAL
2024-04-01 17:35:00,4,17,5.42,4.735,0.1922,49.6,24.6,58.5,43.14,55.2,CRITICAL
2024-04-01 17:40:00,4,17,6.28,4.69,0.0204,50.0,23.8,65.9,42.2,55.0,CRITICAL
2024-04-01 17:45:00,4,17,5.67,4.741,0.1309,48.4,25.3,62.8,42.47,52.6,CRITICAL
2024-04-01 17:50:00,4,17,4.75,4.734,-0.492,45.5,26.4,61.6,43.21,53.4,CRITICAL
2024-04-01 17:55:00,4,17,4.95,4.577,-0.6681,52.2,26.6,59.4,40.05,56.3,CRITICAL
2024-04-01 18:00:00,4,18,4.76,4.511,-0.7279,53.2,23.5,60.2,39.41,51.8,CRITICAL
2024-04-01 18:05:00,4,18,3.93,4.335,-0.652,48.4,23.7,64.2,36.9,47.8,HIGH
2024-04-01 18:10:00,4,18,4.87,4.294,-0.3392,53.5,25.2,64.2,36.49,51.7,HIGH
2024-04-01 18:15:00,4,18,3.89,4.222,-0.6964,51.3,24.2,63.6,35.17,47.1,HIGH
2024-04-01 18:20:00,4,18,4.27,4.062,-0.5207,45.5,23.7,62.0,33.52,47.4,HIGH
2024-04-01 18:25:00,4,18,3.45,4.048,-0.3321,47.1,24.4,61.6,33.7,46.0,HIGH
2024-04-01 18:30:00,4,18,4.26,3.951,-0.429,44.4,25.1,59.8,31.99,52.1,HIGH
2024-04-01 18:35:00,4,18,3.25,3.905,-0.6037,51.1,25.0,61.1,31.16,49.8,HIGH
2024-04-01 18:40:00,4,18,2.9,3.75,-0.6401,48.7,25.1,64.2,28.78,45.0,HIGH
2024-04-01 18:45:00,4,18,3.97,3.692,-0.4251,49.2,24.3,63.7,28.74,43.0,HIGH
2024-04-01 18:50:00,4,18,2.74,3.608,-0.433,48.9,24.9,56.9,27.45,48.4,HIGH
2024-04-01 18:55:00,4,18,2.79,3.547,-0.2847,49.7,23.8,64.7,26.52,44.9,HIGH
2024-04-01 19:00:00,4,19,4.01,3.513,-0.0786,50.9,24.4,62.6,26.48,48.4,HIGH
2024-04-01 19:05:00,4,19,3.93,3.521,-0.2305,52.0,22.0,62.2,26.36,40.2,HIGH
2024-04-01 19:10:00,4,19,2.77,3.436,-0.5091,48.4,23.7,64.2,25.79,44.8,HIGH
2024-04-01 19:15:00,4,19,2.77,3.352,-0.729,47.5,21.9,61.3,23.86,39.1,HIGH
2024-04-01 19:20:00,4,19,2.4,3.193,-0.5636,50.7,22.8,60.0,22.25,38.8,HIGH
2024-04-01 19:25:00,4,19,2.22,3.164,-0.1124,49.2,22.9,63.3,21.86,37.7,HIGH
2024-04-01 19:30:00,4,19,2.19,3.156,-0.298,50.0,23.0,62.3,21.48,37.6,HIGH
2024-04-01 19:35:00,4,19,2.5,3.064,-0.377,51.6,21.4,63.5,21.06,47.8,HIGH
2024-04-01 19:40:00,4,19,2.59,3.03,-0.5196,48.5,23.3,62.9,21.03,36.1,HIGH
2024-04-01 19:45:00,4,19,2.63,2.891,-0.5786,45.4,22.9,66.5,18.38,36.6,ELEVATED
2024-04-01 19:50:00,4,19,2.58,2.837,-0.1252,49.1,23.0,61.0,19.47,37.4,ELEVATED
2024-04-01 19:55:00,4,19,1.81,2.849,-0.2753,55.3,22.0,66.2,18.57,38.7,ELEVATED
2024-04-01 20:00:00,4,20,2.06,2.745,-0.338,49.6,21.3,61.0,17.27,41.2,ELEVATED
2024-04-01 20:05:00,4,20,1.71,2.737,-0.1124,48.3,21.5,68.0,17.71,38.6,ELEVATED
2024-04-01 20:10:00,4,20,2.04,2.708,-0.356,49.4,22.2,66.3,17.98,35.5,ELEVATED
2024-04-01 20:15:00,4,20,1.9,2.618,-0.4458,51.2,23.0,62.3,15.92,36.4,ELEVATED
2024-04-01 20:20:00,4,20,2.66,2.559,-0.2868,47.9,22.8,61.4,15.29,37.0,ELEVATED
